typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","442","LUX","Luxembourg","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3696.798","true","-1","N/A","0","false","3696.798","true","0","false","88797","82723","88797","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","458","MYS","Malaysia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","741480.023","true","-1","N/A","0","false","741480.023","true","0","false","15745538","15204923","15745538","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","470","MLT","Malta","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","138.147","true","-1","N/A","0","false","138.147","true","0","false","3346","2965","3346","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6388367.527","true","-1","N/A","0","false","6388367.527","true","0","false","134335966","133752253","134335966","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","490","S19","Other Asia, nes","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1600678.964","true","-1","N/A","0","false","1600678.964","true","0","false","13347687","12715233","13347687","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","504","MAR","Morocco","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15067.089","true","-1","N/A","0","false","15067.089","true","0","false","222829","214942","222829","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","512","OMN","Oman","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22455.285","true","-1","N/A","0","false","22455.285","true","0","false","187902","135392","187902","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46856.159","true","-1","N/A","0","false","46856.159","true","0","false","959023","918984","959023","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","554","NZL","New Zealand","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14421.383","true","-1","N/A","0","false","14421.383","true","0","false","233977","214412","233977","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","579","NOR","Norway","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21308.998","true","-1","N/A","0","false","21308.998","true","0","false","452055","443911","452055","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","586","PAK","Pakistan","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8999.649","true","-1","N/A","0","false","8999.649","true","0","false","190484","174979","190484","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","591","PAN","Panama","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15","false","8","kg","15","false","15","false","0","false","2052","2052","2052","0","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","604","PER","Peru","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","396.555","true","-1","N/A","0","false","396.555","true","0","false","153947","153409","153947","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","608","PHL","Philippines","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1014883.477","true","-1","N/A","0","false","1014883.477","true","0","false","5310131","4914899","5310131","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","616","POL","Poland","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","93758.859","true","-1","N/A","0","false","93758.859","true","0","false","1937636","1867860","1937636","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","620","PRT","Portugal","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12697.376","true","-1","N/A","0","false","12697.376","true","0","false","217755","202819","217755","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","642","ROU","Romania","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","34761.251","true","-1","N/A","0","false","34761.251","true","0","false","624988","596127","624988","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","643","RUS","Russian Federation","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3080.219","true","-1","N/A","0","false","3080.219","true","0","false","102469","92400","102469","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","688","SRB","Serbia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1369.461","true","-1","N/A","0","false","1369.461","true","0","false","34727","32499","34727","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","694","SLE","Sierra Leone","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","114.228","true","-1","N/A","0","false","114.228","true","0","false","3800","3350","3800","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","699","IND","India","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1282482.762","true","-1","N/A","0","false","1282482.762","true","0","false","16882862","15685805","16882862","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","702","SGP","Singapore","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1921.037","true","-1","N/A","0","false","1921.037","true","0","false","114548","113312","114548","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","703","SVK","Slovakia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","684.867","true","-1","N/A","0","false","684.867","true","0","false","16467","16042","16467","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","704","VNM","Viet Nam","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3967053.016","true","-1","N/A","0","false","3967053.016","true","0","false","74527373","69567238","74527373","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","705","SVN","Slovenia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15274.926","true","-1","N/A","0","false","15274.926","true","0","false","247427","235435","247427","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4997.431","true","-1","N/A","0","false","4997.431","true","0","false","97363","95466","97363","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","724","ESP","Spain","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","147633.084","true","-1","N/A","0","false","147633.084","true","0","false","3108154","2977850","3108154","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","752","SWE","Sweden","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16064.142","true","-1","N/A","0","false","16064.142","true","0","false","308976","293799","308976","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","757","CHE","Switzerland","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","39761.583","true","-1","N/A","0","false","39761.583","true","0","false","671951","659018","671951","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1421203.242","true","-1","N/A","0","false","1421203.242","true","0","false","32055034","30530142","32055034","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","780","TTO","Trinidad and Tobago","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12.412","true","-1","N/A","0","false","12.412","true","0","false","425","400","425","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","86715.804","true","-1","N/A","0","false","86715.804","true","0","false","762082","759089","762082","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","788","TUN","Tunisia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37","false","8","kg","37","false","37","false","0","false","1754","1595","1754","0","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75530.339","true","-1","N/A","0","false","75530.339","true","0","false","572134","512352","572134","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","804","UKR","Ukraine","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","494.377","true","-1","N/A","0","false","494.377","true","0","false","16748","15970","16748","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","818","EGY","Egypt","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11721.192","true","-1","N/A","0","false","11721.192","true","0","false","162116","143058","162116","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","826","GBR","United Kingdom","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","304480.844","true","-1","N/A","0","false","304480.844","true","0","false","6374650","6143934","6374650","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","0","W00","World","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"116354786","116354786","0","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","12","DZA","Algeria","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1013.33","true","-1","N/A","0","false","1013.33","true","0","false",,"56964","56964","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","24","AGO","Angola","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","76.141","true","-1","N/A","0","false","76.141","true","0","false",,"4081","4081","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","28","ATG","Antigua and Barbuda","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8129.947","true","-1","N/A","0","false","8129.947","true","0","false",,"328401","328401","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","31","AZE","Azerbaijan","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","395.291","true","-1","N/A","0","false","395.291","true","0","false",,"21527","21527","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","32","ARG","Argentina","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11762.743","true","-1","N/A","0","false","11762.743","true","0","false",,"473563","473563","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","36","AUS","Australia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","44871.032","true","-1","N/A","0","false","44871.032","true","0","false",,"1520264","1520264","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","40","AUT","Austria","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7630.544","true","-1","N/A","0","false","7630.544","true","0","false",,"282406","282406","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","44","BHS","Bahamas","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42176.278","true","-1","N/A","0","false","42176.278","true","0","false",,"2027959","2027959","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","48","BHR","Bahrain","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4259.822","true","-1","N/A","0","false","4259.822","true","0","false",,"193664","193664","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","51","ARM","Armenia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","777.875","true","-1","N/A","0","false","777.875","true","0","false",,"28626","28626","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","52","BRB","Barbados","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8527.843","true","-1","N/A","0","false","8527.843","true","0","false",,"335552","335552","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","56","BEL","Belgium","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51873.003","true","-1","N/A","0","false","51873.003","true","0","false",,"2714384","2714384","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","60","BMU","Bermuda","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4733.261","true","-1","N/A","0","false","4733.261","true","0","false",,"192475","192475","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","68","BOL","Bolivia (Plurinational State of)","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","54.791","true","-1","N/A","0","false","54.791","true","0","false",,"3121","3121","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","76","BRA","Brazil","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22291.846","true","-1","N/A","0","false","22291.846","true","0","false",,"1015366","1015366","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","84","BLZ","Belize","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","218.016","true","-1","N/A","0","false","218.016","true","0","false",,"8536","8536","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","92","VGB","Br. Virgin Isds","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4561.549","true","-1","N/A","0","false","4561.549","true","0","false",,"195516","195516","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","96","BRN","Brunei Darussalam","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","362.665","true","-1","N/A","0","false","362.665","true","0","false",,"17243","17243","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","100","BGR","Bulgaria","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"4875","4875","0","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","120","CMR","Cameroon","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","120.984","true","-1","N/A","0","false","120.984","true","0","false",,"5640","5640","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","124","CAN","Canada","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1105730.21","true","-1","N/A","0","false","1105730.21","true","0","false",,"48997731","48997731","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","132","CPV","Cabo Verde","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","370.581","true","-1","N/A","0","false","370.581","true","0","false",,"21109","21109","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","136","CYM","Cayman Isds","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16725.377","true","-1","N/A","0","false","16725.377","true","0","false",,"655332","655332","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","152","CHL","Chile","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17552.365","true","-1","N/A","0","false","17552.365","true","0","false",,"938981","938981","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","156","CHN","China","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","74368.444","true","-1","N/A","0","false","74368.444","true","0","false",,"3578417","3578417","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","X","Export","170","COL","Colombia","0","W00","World","H6","HS","true","9405","Luminaires and light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18617.014","true","-1","N/A","0","false","18617.014","true","0","false",,"795309","795309","6","false","true",
