API,Series,Date,Value
INTL.53-1-GUY-TBPD.M,nan,2006-03-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-03-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-03-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-03-01,3812.488
INTL.55-1-MEX-TBPD.M,nan,2006-03-01,3785.919
INTL.57-1-MEX-TBPD.M,453.0,2006-03-01,3349.693
INTL.56-1-MEX-TBPD.M,nan,2006-03-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-03-01,8089.192
INTL.55-1-USA-TBPD.M,nan,2006-03-01,7182.451
INTL.57-1-USA-TBPD.M,9175.935,2006-03-01,5027.161
INTL.56-1-USA-TBPD.M,nan,2006-03-01,906.741
INTL.53-1-WORL-TBPD.M,nan,2006-04-01,84963.984
INTL.55-1-WORL-TBPD.M,nan,2006-04-01,82858.897
INTL.57-1-WORL-TBPD.M,54389.0,2006-04-01,74011.71
INTL.56-1-WORL-TBPD.M,nan,2006-04-01,2105.087
INTL.53-1-GUY-TBPD.M,nan,2006-04-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-04-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-04-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-04-01,3843.517
INTL.55-1-MEX-TBPD.M,nan,2006-04-01,3816.948
INTL.57-1-MEX-TBPD.M,453.0,2006-04-01,3370.148
INTL.56-1-MEX-TBPD.M,nan,2006-04-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-04-01,8234.7
INTL.55-1-USA-TBPD.M,nan,2006-04-01,7290.5
INTL.57-1-USA-TBPD.M,9175.935,2006-04-01,5081.667
INTL.56-1-USA-TBPD.M,nan,2006-04-01,944.2
INTL.53-1-WORL-TBPD.M,nan,2006-05-01,84530.787
INTL.55-1-WORL-TBPD.M,nan,2006-05-01,82391.255
INTL.57-1-WORL-TBPD.M,54389.0,2006-05-01,73676.743
INTL.56-1-WORL-TBPD.M,nan,2006-05-01,2139.532
INTL.53-1-GUY-TBPD.M,nan,2006-05-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-05-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-05-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-05-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-05-01,3801.416
INTL.55-1-MEX-TBPD.M,nan,2006-05-01,3774.847
INTL.57-1-MEX-TBPD.M,453.0,2006-05-01,3328.944
INTL.56-1-MEX-TBPD.M,nan,2006-05-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-05-01,8349.225
INTL.55-1-USA-TBPD.M,nan,2006-05-01,7370.58
INTL.57-1-USA-TBPD.M,9175.935,2006-05-01,5150.548
INTL.56-1-USA-TBPD.M,nan,2006-05-01,978.645
INTL.53-1-WORL-TBPD.M,nan,2006-06-01,84828.463
INTL.55-1-WORL-TBPD.M,nan,2006-06-01,82699.643
INTL.57-1-WORL-TBPD.M,54389.0,2006-06-01,74094.518
INTL.56-1-WORL-TBPD.M,nan,2006-06-01,2128.82
INTL.53-1-GUY-TBPD.M,nan,2006-06-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-06-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-06-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-06-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-06-01,3754.818
INTL.55-1-MEX-TBPD.M,nan,2006-06-01,3728.249
INTL.57-1-MEX-TBPD.M,453.0,2006-06-01,3287.282
INTL.56-1-MEX-TBPD.M,nan,2006-06-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-06-01,8391.066
INTL.55-1-USA-TBPD.M,nan,2006-06-01,7423.133
INTL.57-1-USA-TBPD.M,9175.935,2006-06-01,5162.8
INTL.56-1-USA-TBPD.M,nan,2006-06-01,967.933
INTL.53-1-WORL-TBPD.M,nan,2006-07-01,86146.52
INTL.55-1-WORL-TBPD.M,nan,2006-07-01,83986.117
INTL.57-1-WORL-TBPD.M,54389.0,2006-07-01,75091.576
INTL.56-1-WORL-TBPD.M,nan,2006-07-01,2160.403
INTL.53-1-GUY-TBPD.M,nan,2006-07-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-07-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-07-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-07-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-07-01,3713.013
INTL.55-1-MEX-TBPD.M,nan,2006-07-01,3686.444
INTL.57-1-MEX-TBPD.M,453.0,2006-07-01,3232.057
INTL.56-1-MEX-TBPD.M,nan,2006-07-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-07-01,8376.451
INTL.55-1-USA-TBPD.M,nan,2006-07-01,7376.935
INTL.57-1-USA-TBPD.M,9175.935,2006-07-01,5094.161
INTL.56-1-USA-TBPD.M,nan,2006-07-01,999.516
INTL.53-1-WORL-TBPD.M,nan,2006-08-01,85354.31
INTL.55-1-WORL-TBPD.M,nan,2006-08-01,83116.585
INTL.57-1-WORL-TBPD.M,54389.0,2006-08-01,74116.975
INTL.56-1-WORL-TBPD.M,nan,2006-08-01,2237.725
INTL.53-1-GUY-TBPD.M,nan,2006-08-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-08-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-08-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-08-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-08-01,3727.996
INTL.55-1-MEX-TBPD.M,nan,2006-08-01,3701.427
INTL.57-1-MEX-TBPD.M,453.0,2006-08-01,3251.556
INTL.56-1-MEX-TBPD.M,nan,2006-08-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-08-01,8387.611
INTL.55-1-USA-TBPD.M,nan,2006-08-01,7310.773
INTL.57-1-USA-TBPD.M,9175.935,2006-08-01,5039.742
INTL.56-1-USA-TBPD.M,nan,2006-08-01,1076.838
INTL.53-1-WORL-TBPD.M,nan,2006-09-01,85137.556
INTL.55-1-WORL-TBPD.M,nan,2006-09-01,82950.236
INTL.57-1-WORL-TBPD.M,54389.0,2006-09-01,74048.543
INTL.56-1-WORL-TBPD.M,nan,2006-09-01,2187.32
INTL.53-1-GUY-TBPD.M,nan,2006-09-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-09-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-09-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-09-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-09-01,3716.348
INTL.55-1-MEX-TBPD.M,nan,2006-09-01,3689.779
INTL.57-1-MEX-TBPD.M,453.0,2006-09-01,3257.579
INTL.56-1-MEX-TBPD.M,nan,2006-09-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-09-01,8347.533
INTL.55-1-USA-TBPD.M,nan,2006-09-01,7321.1
INTL.57-1-USA-TBPD.M,9175.935,2006-09-01,5030.867
INTL.56-1-USA-TBPD.M,nan,2006-09-01,1026.433
INTL.53-1-WORL-TBPD.M,nan,2006-10-01,85366.295
INTL.55-1-WORL-TBPD.M,nan,2006-10-01,83213.344
INTL.57-1-WORL-TBPD.M,54389.0,2006-10-01,74216.318
INTL.56-1-WORL-TBPD.M,nan,2006-10-01,2152.951
INTL.53-1-GUY-TBPD.M,nan,2006-10-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-10-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-10-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-10-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-10-01,3611.142
INTL.55-1-MEX-TBPD.M,nan,2006-10-01,3584.573
INTL.57-1-MEX-TBPD.M,453.0,2006-10-01,3173.089
INTL.56-1-MEX-TBPD.M,nan,2006-10-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-10-01,8375.257
INTL.55-1-USA-TBPD.M,nan,2006-10-01,7383.193
INTL.57-1-USA-TBPD.M,9175.935,2006-10-01,5108.161
INTL.56-1-USA-TBPD.M,nan,2006-10-01,992.064
INTL.53-1-WORL-TBPD.M,nan,2006-11-01,85183.662
INTL.55-1-WORL-TBPD.M,nan,2006-11-01,83063.909
INTL.57-1-WORL-TBPD.M,54389.0,2006-11-01,74093.127
INTL.56-1-WORL-TBPD.M,nan,2006-11-01,2119.753
INTL.53-1-GUY-TBPD.M,nan,2006-11-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-11-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-11-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-11-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-11-01,3585.38
INTL.55-1-MEX-TBPD.M,nan,2006-11-01,3558.811
INTL.57-1-MEX-TBPD.M,453.0,2006-11-01,3163.044
INTL.56-1-MEX-TBPD.M,nan,2006-11-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-11-01,8298.832
INTL.55-1-USA-TBPD.M,nan,2006-11-01,7339.966
INTL.57-1-USA-TBPD.M,9175.935,2006-11-01,5064.2
INTL.56-1-USA-TBPD.M,nan,2006-11-01,958.866
INTL.53-1-WORL-TBPD.M,nan,2006-12-01,84825.648
INTL.55-1-WORL-TBPD.M,nan,2006-12-01,82616.826
INTL.57-1-WORL-TBPD.M,54389.0,2006-12-01,73667.922
INTL.56-1-WORL-TBPD.M,nan,2006-12-01,2208.822
INTL.53-1-GUY-TBPD.M,nan,2006-12-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2006-12-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2006-12-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2006-12-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2006-12-01,3416.402
INTL.55-1-MEX-TBPD.M,nan,2006-12-01,3389.833
INTL.57-1-MEX-TBPD.M,453.0,2006-12-01,2978.22
INTL.56-1-MEX-TBPD.M,nan,2006-12-01,26.569
INTL.53-1-USA-TBPD.M,nan,2006-12-01,8491.257
INTL.55-1-USA-TBPD.M,nan,2006-12-01,7443.322
INTL.57-1-USA-TBPD.M,9175.935,2006-12-01,5186.065
INTL.56-1-USA-TBPD.M,nan,2006-12-01,1047.935
INTL.53-1-WORL-TBPD.M,nan,2007-01-01,85160.81
INTL.55-1-WORL-TBPD.M,nan,2007-01-01,82968.968
INTL.57-1-WORL-TBPD.M,54389.0,2007-01-01,73967.377
INTL.56-1-WORL-TBPD.M,nan,2007-01-01,2191.842
INTL.53-1-GUY-TBPD.M,nan,2007-01-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-01-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-01-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-01-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-01-01,3587.973
INTL.55-1-MEX-TBPD.M,nan,2007-01-01,3559.109
INTL.57-1-MEX-TBPD.M,453.0,2007-01-01,3142.754
INTL.56-1-MEX-TBPD.M,nan,2007-01-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-01-01,8374.353
INTL.55-1-USA-TBPD.M,nan,2007-01-01,7339.805
INTL.57-1-USA-TBPD.M,9175.935,2007-01-01,5107.806
INTL.56-1-USA-TBPD.M,nan,2007-01-01,1034.548
INTL.53-1-WORL-TBPD.M,nan,2007-02-01,85663.505
INTL.55-1-WORL-TBPD.M,nan,2007-02-01,83545.283
INTL.57-1-WORL-TBPD.M,54389.0,2007-02-01,74427.572
INTL.56-1-WORL-TBPD.M,nan,2007-02-01,2118.222
INTL.53-1-GUY-TBPD.M,nan,2007-02-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-02-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-02-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-02-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-02-01,3587.563
INTL.55-1-MEX-TBPD.M,nan,2007-02-01,3558.699
INTL.57-1-MEX-TBPD.M,453.0,2007-02-01,3147.628
INTL.56-1-MEX-TBPD.M,nan,2007-02-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-02-01,8336.642
INTL.55-1-USA-TBPD.M,nan,2007-02-01,7375.714
INTL.57-1-USA-TBPD.M,9175.935,2007-02-01,5117.893
INTL.56-1-USA-TBPD.M,nan,2007-02-01,960.928
INTL.53-1-WORL-TBPD.M,nan,2007-03-01,85463.02
INTL.55-1-WORL-TBPD.M,nan,2007-03-01,83362.146
INTL.57-1-WORL-TBPD.M,54389.0,2007-03-01,74226.811
INTL.56-1-WORL-TBPD.M,nan,2007-03-01,2100.874
INTL.53-1-GUY-TBPD.M,nan,2007-03-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-03-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-03-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-03-01,3634.889
INTL.55-1-MEX-TBPD.M,nan,2007-03-01,3606.025
INTL.57-1-MEX-TBPD.M,453.0,2007-03-01,3182.477
INTL.56-1-MEX-TBPD.M,nan,2007-03-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-03-01,8417.418
INTL.55-1-USA-TBPD.M,nan,2007-03-01,7473.838
INTL.57-1-USA-TBPD.M,9175.935,2007-03-01,5119.258
INTL.56-1-USA-TBPD.M,nan,2007-03-01,943.58
INTL.53-1-WORL-TBPD.M,nan,2007-04-01,85471.836
INTL.55-1-WORL-TBPD.M,nan,2007-04-01,83366.276
INTL.57-1-WORL-TBPD.M,54389.0,2007-04-01,74264.972
INTL.56-1-WORL-TBPD.M,nan,2007-04-01,2105.56
INTL.53-1-GUY-TBPD.M,nan,2007-04-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-04-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-04-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-04-01,3636.587
INTL.55-1-MEX-TBPD.M,nan,2007-04-01,3607.723
INTL.57-1-MEX-TBPD.M,453.0,2007-04-01,3182.456
INTL.56-1-MEX-TBPD.M,nan,2007-04-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-04-01,8473.899
INTL.55-1-USA-TBPD.M,nan,2007-04-01,7525.633
INTL.57-1-USA-TBPD.M,9175.935,2007-04-01,5180.233
INTL.56-1-USA-TBPD.M,nan,2007-04-01,948.266
INTL.53-1-WORL-TBPD.M,nan,2007-05-01,84933.048
INTL.55-1-WORL-TBPD.M,nan,2007-05-01,82836.916
INTL.57-1-WORL-TBPD.M,54389.0,2007-05-01,73867.61
INTL.56-1-WORL-TBPD.M,nan,2007-05-01,2096.132
INTL.53-1-GUY-TBPD.M,nan,2007-05-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-05-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-05-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-05-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-05-01,3558.214
INTL.55-1-MEX-TBPD.M,nan,2007-05-01,3529.35
INTL.57-1-MEX-TBPD.M,453.0,2007-05-01,3110.446
INTL.56-1-MEX-TBPD.M,nan,2007-05-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-05-01,8551.611
INTL.55-1-USA-TBPD.M,nan,2007-05-01,7612.773
INTL.57-1-USA-TBPD.M,9175.935,2007-05-01,5211.226
INTL.56-1-USA-TBPD.M,nan,2007-05-01,938.838
INTL.53-1-WORL-TBPD.M,nan,2007-06-01,84631.559
INTL.55-1-WORL-TBPD.M,nan,2007-06-01,82466.865
INTL.57-1-WORL-TBPD.M,54389.0,2007-06-01,73627.997
INTL.56-1-WORL-TBPD.M,nan,2007-06-01,2164.694
INTL.53-1-GUY-TBPD.M,nan,2007-06-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-06-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-06-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-06-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-06-01,3658.43
INTL.55-1-MEX-TBPD.M,nan,2007-06-01,3629.566
INTL.57-1-MEX-TBPD.M,453.0,2007-06-01,3205.899
INTL.56-1-MEX-TBPD.M,nan,2007-06-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-06-01,8461.2
INTL.55-1-USA-TBPD.M,nan,2007-06-01,7453.8
INTL.57-1-USA-TBPD.M,9175.935,2007-06-01,5075.133
INTL.56-1-USA-TBPD.M,nan,2007-06-01,1007.4
INTL.53-1-WORL-TBPD.M,nan,2007-07-01,85610.557
INTL.55-1-WORL-TBPD.M,nan,2007-07-01,83430.715
INTL.57-1-WORL-TBPD.M,54389.0,2007-07-01,74422.538
INTL.56-1-WORL-TBPD.M,nan,2007-07-01,2179.842
INTL.53-1-GUY-TBPD.M,nan,2007-07-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-07-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-07-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-07-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-07-01,3608.155
INTL.55-1-MEX-TBPD.M,nan,2007-07-01,3579.291
INTL.57-1-MEX-TBPD.M,453.0,2007-07-01,3165.936
INTL.56-1-MEX-TBPD.M,nan,2007-07-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-07-01,8462.579
INTL.55-1-USA-TBPD.M,nan,2007-07-01,7440.031
INTL.57-1-USA-TBPD.M,9175.935,2007-07-01,5037.903
INTL.56-1-USA-TBPD.M,nan,2007-07-01,1022.548
INTL.53-1-WORL-TBPD.M,nan,2007-08-01,84730.933
INTL.55-1-WORL-TBPD.M,nan,2007-08-01,82563.575
INTL.57-1-WORL-TBPD.M,54389.0,2007-08-01,73493.174
INTL.56-1-WORL-TBPD.M,nan,2007-08-01,2167.358
INTL.53-1-GUY-TBPD.M,nan,2007-08-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-08-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-08-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-08-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-08-01,3256.99
INTL.55-1-MEX-TBPD.M,nan,2007-08-01,3228.126
INTL.57-1-MEX-TBPD.M,453.0,2007-08-01,2842.867
INTL.56-1-MEX-TBPD.M,nan,2007-08-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-08-01,8374.838
INTL.55-1-USA-TBPD.M,nan,2007-08-01,7364.774
INTL.57-1-USA-TBPD.M,9175.935,2007-08-01,4969.677
INTL.56-1-USA-TBPD.M,nan,2007-08-01,1010.064
INTL.53-1-WORL-TBPD.M,nan,2007-09-01,84962.697
INTL.55-1-WORL-TBPD.M,nan,2007-09-01,82814.17
INTL.57-1-WORL-TBPD.M,54389.0,2007-09-01,73855.256
INTL.56-1-WORL-TBPD.M,nan,2007-09-01,2148.527
INTL.53-1-GUY-TBPD.M,nan,2007-09-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-09-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-09-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-09-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-09-01,3543.493
INTL.55-1-MEX-TBPD.M,nan,2007-09-01,3514.629
INTL.57-1-MEX-TBPD.M,453.0,2007-09-01,3136.896
INTL.56-1-MEX-TBPD.M,nan,2007-09-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-09-01,8343.166
INTL.55-1-USA-TBPD.M,nan,2007-09-01,7351.933
INTL.57-1-USA-TBPD.M,9175.935,2007-09-01,4902.033
INTL.56-1-USA-TBPD.M,nan,2007-09-01,991.233
INTL.53-1-WORL-TBPD.M,nan,2007-10-01,86352.851
INTL.55-1-WORL-TBPD.M,nan,2007-10-01,84212.719
INTL.57-1-WORL-TBPD.M,54389.0,2007-10-01,75066.649
INTL.56-1-WORL-TBPD.M,nan,2007-10-01,2140.132
INTL.53-1-GUY-TBPD.M,nan,2007-10-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-10-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-10-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-10-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-10-01,3387.051
INTL.55-1-MEX-TBPD.M,nan,2007-10-01,3358.187
INTL.57-1-MEX-TBPD.M,453.0,2007-10-01,2982.703
INTL.56-1-MEX-TBPD.M,nan,2007-10-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-10-01,8479.128
INTL.55-1-USA-TBPD.M,nan,2007-10-01,7496.29
INTL.57-1-USA-TBPD.M,9175.935,2007-10-01,5021.935
INTL.56-1-USA-TBPD.M,nan,2007-10-01,982.838
INTL.53-1-WORL-TBPD.M,nan,2007-11-01,85931.783
INTL.55-1-WORL-TBPD.M,nan,2007-11-01,83763.323
INTL.57-1-WORL-TBPD.M,54389.0,2007-11-01,74528.258
INTL.56-1-WORL-TBPD.M,nan,2007-11-01,2168.46
INTL.53-1-GUY-TBPD.M,nan,2007-11-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-11-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-11-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-11-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-11-01,3287.185
INTL.55-1-MEX-TBPD.M,nan,2007-11-01,3258.321
INTL.57-1-MEX-TBPD.M,453.0,2007-11-01,2887.754
INTL.56-1-MEX-TBPD.M,nan,2007-11-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-11-01,8595.132
INTL.55-1-USA-TBPD.M,nan,2007-11-01,7583.966
INTL.57-1-USA-TBPD.M,9175.935,2007-11-01,5034.033
INTL.56-1-USA-TBPD.M,nan,2007-11-01,1011.166
INTL.53-1-WORL-TBPD.M,nan,2007-12-01,86295.393
INTL.55-1-WORL-TBPD.M,nan,2007-12-01,84045.325
INTL.57-1-WORL-TBPD.M,54389.0,2007-12-01,74940.932
INTL.56-1-WORL-TBPD.M,nan,2007-12-01,2250.068
INTL.53-1-GUY-TBPD.M,nan,2007-12-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2007-12-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2007-12-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2007-12-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2007-12-01,3346.533
INTL.55-1-MEX-TBPD.M,nan,2007-12-01,3317.669
INTL.57-1-MEX-TBPD.M,453.0,2007-12-01,2931.217
INTL.56-1-MEX-TBPD.M,nan,2007-12-01,28.864
INTL.53-1-USA-TBPD.M,nan,2007-12-01,8713.58
INTL.55-1-USA-TBPD.M,nan,2007-12-01,7620.806
INTL.57-1-USA-TBPD.M,9175.935,2007-12-01,5110.548
INTL.56-1-USA-TBPD.M,nan,2007-12-01,1092.774
INTL.53-1-WORL-TBPD.M,nan,2008-01-01,86699.208147
INTL.55-1-WORL-TBPD.M,nan,2008-01-01,84492.468
INTL.57-1-WORL-TBPD.M,54389.0,2008-01-01,74728.643
INTL.56-1-WORL-TBPD.M,nan,2008-01-01,2206.740147
INTL.53-1-GUY-TBPD.M,nan,2008-01-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2008-01-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2008-01-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2008-01-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2008-01-01,3322.3827
INTL.55-1-MEX-TBPD.M,nan,2008-01-01,3293.7
INTL.57-1-MEX-TBPD.M,453.0,2008-01-01,2975.6
INTL.56-1-MEX-TBPD.M,nan,2008-01-01,28.6827
INTL.53-1-USA-TBPD.M,nan,2008-01-01,8669.418
INTL.55-1-USA-TBPD.M,nan,2008-01-01,7598.741
INTL.57-1-USA-TBPD.M,9175.935,2008-01-01,5115.032
INTL.56-1-USA-TBPD.M,nan,2008-01-01,1070.677
INTL.53-1-WORL-TBPD.M,nan,2008-02-01,86782.764147
INTL.55-1-WORL-TBPD.M,nan,2008-02-01,84684.391
INTL.57-1-WORL-TBPD.M,54389.0,2008-02-01,74823.678
INTL.56-1-WORL-TBPD.M,nan,2008-02-01,2098.373147
INTL.53-1-GUY-TBPD.M,nan,2008-02-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2008-02-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2008-02-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2008-02-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2008-02-01,3305.5827
INTL.55-1-MEX-TBPD.M,nan,2008-02-01,3276.9
INTL.57-1-MEX-TBPD.M,453.0,2008-02-01,2956.8
INTL.56-1-MEX-TBPD.M,nan,2008-02-01,28.6827
INTL.53-1-USA-TBPD.M,nan,2008-02-01,8683.585
INTL.55-1-USA-TBPD.M,nan,2008-02-01,7721.275
INTL.57-1-USA-TBPD.M,9175.935,2008-02-01,5148.172
INTL.56-1-USA-TBPD.M,nan,2008-02-01,962.31
INTL.53-1-WORL-TBPD.M,nan,2008-03-01,87003.876147
INTL.55-1-WORL-TBPD.M,nan,2008-03-01,84938.459
INTL.57-1-WORL-TBPD.M,54389.0,2008-03-01,75045.509
INTL.56-1-WORL-TBPD.M,nan,2008-03-01,2065.417147
INTL.53-1-GUY-TBPD.M,nan,2008-03-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2008-03-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2008-03-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2008-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2008-03-01,3234.4827
INTL.55-1-MEX-TBPD.M,nan,2008-03-01,3205.8
INTL.57-1-MEX-TBPD.M,453.0,2008-03-01,2886.7
INTL.56-1-MEX-TBPD.M,nan,2008-03-01,28.6827
INTL.53-1-USA-TBPD.M,nan,2008-03-01,8736.45
INTL.55-1-USA-TBPD.M,nan,2008-03-01,7807.096
INTL.57-1-USA-TBPD.M,9175.935,2008-03-01,5189.29
INTL.56-1-USA-TBPD.M,nan,2008-03-01,929.354
INTL.53-1-WORL-TBPD.M,nan,2008-04-01,86545.024147
INTL.55-1-WORL-TBPD.M,nan,2008-04-01,84471.128
INTL.57-1-WORL-TBPD.M,54389.0,2008-04-01,74486.134
INTL.56-1-WORL-TBPD.M,nan,2008-04-01,2073.896147
INTL.53-1-GUY-TBPD.M,nan,2008-04-01,0.0
INTL.55-1-GUY-TBPD.M,nan,2008-04-01,0.0
INTL.57-1-GUY-TBPD.M,nan,2008-04-01,0.0
INTL.56-1-GUY-TBPD.M,nan,2008-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,2008-04-01,3155.8827
INTL.55-1-MEX-TBPD.M,nan,2008-04-01,3127.2
INTL.57-1-MEX-TBPD.M,453.0,2008-04-01,2805.1
INTL.56-1-MEX-TBPD.M,nan,2008-04-01,28.6827
INTL.53-1-USA-TBPD.M,nan,2008-04-01,8752.066
INTL.55-1-USA-TBPD.M,nan,2008-04-01,7814.233
INTL.57-1-USA-TBPD.M,9175.935,2008-04-01,5180.1
INTL.56-1-USA-TBPD.M,nan,2008-04-01,937.833
INTL.53-1-WORL-TBPD.M,nan,2008-05-01,87268.855147
INTL.55-1-WORL-TBPD.M,nan,2008-05-01,85066.018
