API,Series,Date,Value
INTL.55-1-MEX-TBPD.M,nan,1994-11-01,3075.006
INTL.57-1-MEX-TBPD.M,453.0,1994-11-01,2672.539
INTL.56-1-MEX-TBPD.M,nan,1994-11-01,13.0
INTL.53-1-USA-TBPD.M,nan,1994-11-01,9572.332
INTL.55-1-USA-TBPD.M,nan,1994-11-01,8758.332
INTL.57-1-USA-TBPD.M,9175.935,1994-11-01,6628.332
INTL.56-1-USA-TBPD.M,nan,1994-11-01,814.0
INTL.53-1-WORL-TBPD.M,nan,1994-12-01,69970.069
INTL.55-1-WORL-TBPD.M,nan,1994-12-01,69088.069
INTL.57-1-WORL-TBPD.M,54389.0,1994-12-01,61725.536
INTL.56-1-WORL-TBPD.M,nan,1994-12-01,1408.3
INTL.56-1-GUY-TBPD.M,nan,1994-12-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1994-12-01,3076.856
INTL.55-1-MEX-TBPD.M,nan,1994-12-01,3076.856
INTL.57-1-MEX-TBPD.M,453.0,1994-12-01,2673.437
INTL.56-1-MEX-TBPD.M,nan,1994-12-01,13.0
INTL.53-1-USA-TBPD.M,nan,1994-12-01,9724.693
INTL.55-1-USA-TBPD.M,nan,1994-12-01,8842.693
INTL.57-1-USA-TBPD.M,9175.935,1994-12-01,6759.693
INTL.56-1-USA-TBPD.M,nan,1994-12-01,882.0
INTL.53-1-WORL-TBPD.M,nan,1995-01-01,69526.417
INTL.55-1-WORL-TBPD.M,nan,1995-01-01,68729.417
INTL.57-1-WORL-TBPD.M,54389.0,1995-01-01,61262.299
INTL.56-1-WORL-TBPD.M,nan,1995-01-01,1434.3
INTL.56-1-GUY-TBPD.M,nan,1995-01-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-01-01,3084.151
INTL.55-1-MEX-TBPD.M,nan,1995-01-01,3084.151
INTL.57-1-MEX-TBPD.M,453.0,1995-01-01,2680.215
INTL.56-1-MEX-TBPD.M,nan,1995-01-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-01-01,9561.18
INTL.55-1-USA-TBPD.M,nan,1995-01-01,8764.18
INTL.57-1-USA-TBPD.M,9175.935,1995-01-01,6682.18
INTL.56-1-USA-TBPD.M,nan,1995-01-01,797.0
INTL.53-1-WORL-TBPD.M,nan,1995-02-01,69911.495
INTL.55-1-WORL-TBPD.M,nan,1995-02-01,69203.495
INTL.57-1-WORL-TBPD.M,54389.0,1995-02-01,61715.787
INTL.56-1-WORL-TBPD.M,nan,1995-02-01,1345.3
INTL.56-1-GUY-TBPD.M,nan,1995-02-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-02-01,3052.676
INTL.55-1-MEX-TBPD.M,nan,1995-02-01,3052.676
INTL.57-1-MEX-TBPD.M,453.0,1995-02-01,2647.355
INTL.56-1-MEX-TBPD.M,nan,1995-02-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-02-01,9642.452
INTL.55-1-USA-TBPD.M,nan,1995-02-01,8934.452
INTL.57-1-USA-TBPD.M,9175.935,1995-02-01,6794.452
INTL.56-1-USA-TBPD.M,nan,1995-02-01,708.0
INTL.53-1-WORL-TBPD.M,nan,1995-03-01,69192.534
INTL.55-1-WORL-TBPD.M,nan,1995-03-01,68500.534
INTL.57-1-WORL-TBPD.M,54389.0,1995-03-01,61191.26
INTL.56-1-WORL-TBPD.M,nan,1995-03-01,1329.3
INTL.56-1-GUY-TBPD.M,nan,1995-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-03-01,3075.702
INTL.55-1-MEX-TBPD.M,nan,1995-03-01,3075.702
INTL.57-1-MEX-TBPD.M,453.0,1995-03-01,2669.508
INTL.56-1-MEX-TBPD.M,nan,1995-03-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-03-01,9310.412
INTL.55-1-USA-TBPD.M,nan,1995-03-01,8618.412
INTL.57-1-USA-TBPD.M,9175.935,1995-03-01,6600.412
INTL.56-1-USA-TBPD.M,nan,1995-03-01,692.0
INTL.53-1-WORL-TBPD.M,nan,1995-04-01,69823.471
INTL.55-1-WORL-TBPD.M,nan,1995-04-01,69093.471
INTL.57-1-WORL-TBPD.M,54389.0,1995-04-01,61615.743
INTL.56-1-WORL-TBPD.M,nan,1995-04-01,1367.3
INTL.56-1-GUY-TBPD.M,nan,1995-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-04-01,3075.401
INTL.55-1-MEX-TBPD.M,nan,1995-04-01,3075.401
INTL.57-1-MEX-TBPD.M,453.0,1995-04-01,2668.434
INTL.56-1-MEX-TBPD.M,nan,1995-04-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-04-01,9450.716
INTL.55-1-USA-TBPD.M,nan,1995-04-01,8720.716
INTL.57-1-USA-TBPD.M,9175.935,1995-04-01,6603.716
INTL.56-1-USA-TBPD.M,nan,1995-04-01,730.0
INTL.53-1-WORL-TBPD.M,nan,1995-05-01,69256.804
INTL.55-1-WORL-TBPD.M,nan,1995-05-01,68489.804
INTL.57-1-WORL-TBPD.M,54389.0,1995-05-01,61138.536
INTL.56-1-WORL-TBPD.M,nan,1995-05-01,1404.3
INTL.56-1-GUY-TBPD.M,nan,1995-05-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-05-01,3088.798
INTL.55-1-MEX-TBPD.M,nan,1995-05-01,3088.798
INTL.57-1-MEX-TBPD.M,453.0,1995-05-01,2680.604
INTL.56-1-MEX-TBPD.M,nan,1995-05-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-05-01,9496.316
INTL.55-1-USA-TBPD.M,nan,1995-05-01,8729.316
INTL.57-1-USA-TBPD.M,9175.935,1995-05-01,6629.316
INTL.56-1-USA-TBPD.M,nan,1995-05-01,767.0
INTL.53-1-WORL-TBPD.M,nan,1995-06-01,68783.554
INTL.55-1-WORL-TBPD.M,nan,1995-06-01,67995.554
INTL.57-1-WORL-TBPD.M,54389.0,1995-06-01,60726.011
INTL.56-1-WORL-TBPD.M,nan,1995-06-01,1425.3
INTL.56-1-GUY-TBPD.M,nan,1995-06-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-06-01,3108.614
INTL.55-1-MEX-TBPD.M,nan,1995-06-01,3108.614
INTL.57-1-MEX-TBPD.M,453.0,1995-06-01,2699.381
INTL.56-1-MEX-TBPD.M,nan,1995-06-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-06-01,9395.628
INTL.55-1-USA-TBPD.M,nan,1995-06-01,8607.628
INTL.57-1-USA-TBPD.M,9175.935,1995-06-01,6578.628
INTL.56-1-USA-TBPD.M,nan,1995-06-01,788.0
INTL.53-1-WORL-TBPD.M,nan,1995-07-01,69811.124
INTL.55-1-WORL-TBPD.M,nan,1995-07-01,69035.124
INTL.57-1-WORL-TBPD.M,54389.0,1995-07-01,61750.147
INTL.56-1-WORL-TBPD.M,nan,1995-07-01,1413.3
INTL.56-1-GUY-TBPD.M,nan,1995-07-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-07-01,3116.833
INTL.55-1-MEX-TBPD.M,nan,1995-07-01,3116.833
INTL.57-1-MEX-TBPD.M,453.0,1995-07-01,2706.414
INTL.56-1-MEX-TBPD.M,nan,1995-07-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-07-01,9275.772
INTL.55-1-USA-TBPD.M,nan,1995-07-01,8499.772
INTL.57-1-USA-TBPD.M,9175.935,1995-07-01,6448.772
INTL.56-1-USA-TBPD.M,nan,1995-07-01,776.0
INTL.53-1-WORL-TBPD.M,nan,1995-08-01,69784.485
INTL.55-1-WORL-TBPD.M,nan,1995-08-01,69011.485
INTL.57-1-WORL-TBPD.M,54389.0,1995-08-01,61697.484
INTL.56-1-WORL-TBPD.M,nan,1995-08-01,1410.3
INTL.56-1-GUY-TBPD.M,nan,1995-08-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-08-01,3118.886
INTL.55-1-MEX-TBPD.M,nan,1995-08-01,3118.886
INTL.57-1-MEX-TBPD.M,453.0,1995-08-01,2707.692
INTL.56-1-MEX-TBPD.M,nan,1995-08-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-08-01,9270.652
INTL.55-1-USA-TBPD.M,nan,1995-08-01,8497.652
INTL.57-1-USA-TBPD.M,9175.935,1995-08-01,6446.652
INTL.56-1-USA-TBPD.M,nan,1995-08-01,773.0
INTL.53-1-WORL-TBPD.M,nan,1995-09-01,70123.135
INTL.55-1-WORL-TBPD.M,nan,1995-09-01,69311.135
INTL.57-1-WORL-TBPD.M,54389.0,1995-09-01,61961.527
INTL.56-1-WORL-TBPD.M,nan,1995-09-01,1449.3
INTL.56-1-GUY-TBPD.M,nan,1995-09-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-09-01,3150.893
INTL.55-1-MEX-TBPD.M,nan,1995-09-01,3150.893
INTL.57-1-MEX-TBPD.M,453.0,1995-09-01,2738.66
INTL.56-1-MEX-TBPD.M,nan,1995-09-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-09-01,9279.133
INTL.55-1-USA-TBPD.M,nan,1995-09-01,8467.133
INTL.57-1-USA-TBPD.M,9175.935,1995-09-01,6416.133
INTL.56-1-USA-TBPD.M,nan,1995-09-01,812.0
INTL.53-1-WORL-TBPD.M,nan,1995-10-01,69739.796
INTL.55-1-WORL-TBPD.M,nan,1995-10-01,68954.796
INTL.57-1-WORL-TBPD.M,54389.0,1995-10-01,61460.513
INTL.56-1-WORL-TBPD.M,nan,1995-10-01,1422.3
INTL.56-1-GUY-TBPD.M,nan,1995-10-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-10-01,2312.172
INTL.55-1-MEX-TBPD.M,nan,1995-10-01,2312.172
INTL.57-1-MEX-TBPD.M,453.0,1995-10-01,1898.978
INTL.56-1-MEX-TBPD.M,nan,1995-10-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-10-01,9286.125
INTL.55-1-USA-TBPD.M,nan,1995-10-01,8501.125
INTL.57-1-USA-TBPD.M,9175.935,1995-10-01,6421.125
INTL.56-1-USA-TBPD.M,nan,1995-10-01,785.0
INTL.53-1-WORL-TBPD.M,nan,1995-11-01,70530.093
INTL.55-1-WORL-TBPD.M,nan,1995-11-01,69707.093
INTL.57-1-WORL-TBPD.M,54389.0,1995-11-01,62199.158
INTL.56-1-WORL-TBPD.M,nan,1995-11-01,1460.3
INTL.56-1-GUY-TBPD.M,nan,1995-11-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-11-01,2969.766
INTL.55-1-MEX-TBPD.M,nan,1995-11-01,2969.766
INTL.57-1-MEX-TBPD.M,453.0,1995-11-01,2555.799
INTL.56-1-MEX-TBPD.M,nan,1995-11-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-11-01,9485.309
INTL.55-1-USA-TBPD.M,nan,1995-11-01,8662.309
INTL.57-1-USA-TBPD.M,9175.935,1995-11-01,6585.309
INTL.56-1-USA-TBPD.M,nan,1995-11-01,823.0
INTL.53-1-WORL-TBPD.M,nan,1995-12-01,70402.165
INTL.55-1-WORL-TBPD.M,nan,1995-12-01,69565.165
INTL.57-1-WORL-TBPD.M,54389.0,1995-12-01,62126.263
INTL.56-1-WORL-TBPD.M,nan,1995-12-01,1474.3
INTL.56-1-GUY-TBPD.M,nan,1995-12-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1995-12-01,3177.708
INTL.55-1-MEX-TBPD.M,nan,1995-12-01,3177.708
INTL.57-1-MEX-TBPD.M,453.0,1995-12-01,2762.514
INTL.56-1-MEX-TBPD.M,nan,1995-12-01,11.0
INTL.53-1-USA-TBPD.M,nan,1995-12-01,9369.936
INTL.55-1-USA-TBPD.M,nan,1995-12-01,8532.936
INTL.57-1-USA-TBPD.M,9175.935,1995-12-01,6529.936
INTL.56-1-USA-TBPD.M,nan,1995-12-01,837.0
INTL.53-1-WORL-TBPD.M,nan,1996-01-01,70673.594
INTL.55-1-WORL-TBPD.M,nan,1996-01-01,69891.594
INTL.57-1-WORL-TBPD.M,54389.0,1996-01-01,62297.337
INTL.56-1-WORL-TBPD.M,nan,1996-01-01,1472.0
INTL.56-1-GUY-TBPD.M,nan,1996-01-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-01-01,3214.853
INTL.55-1-MEX-TBPD.M,nan,1996-01-01,3214.853
INTL.57-1-MEX-TBPD.M,453.0,1996-01-01,2795.821
INTL.56-1-MEX-TBPD.M,nan,1996-01-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-01-01,9346.297
INTL.55-1-USA-TBPD.M,nan,1996-01-01,8564.297
INTL.57-1-USA-TBPD.M,9175.935,1996-01-01,6495.297
INTL.56-1-USA-TBPD.M,nan,1996-01-01,782.0
INTL.53-1-WORL-TBPD.M,nan,1996-02-01,71154.603
INTL.55-1-WORL-TBPD.M,nan,1996-02-01,70364.603
INTL.57-1-WORL-TBPD.M,54389.0,1996-02-01,62874.979
INTL.56-1-WORL-TBPD.M,nan,1996-02-01,1480.0
INTL.56-1-GUY-TBPD.M,nan,1996-02-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-02-01,3266.775
INTL.55-1-MEX-TBPD.M,nan,1996-02-01,3266.775
INTL.57-1-MEX-TBPD.M,453.0,1996-02-01,2844.396
INTL.56-1-MEX-TBPD.M,nan,1996-02-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-02-01,9347.798
INTL.55-1-USA-TBPD.M,nan,1996-02-01,8557.798
INTL.57-1-USA-TBPD.M,9175.935,1996-02-01,6576.798
INTL.56-1-USA-TBPD.M,nan,1996-02-01,790.0
INTL.53-1-WORL-TBPD.M,nan,1996-03-01,71084.108
INTL.55-1-WORL-TBPD.M,nan,1996-03-01,70299.108
INTL.57-1-WORL-TBPD.M,54389.0,1996-03-01,62598.127
INTL.56-1-WORL-TBPD.M,nan,1996-03-01,1475.0
INTL.56-1-GUY-TBPD.M,nan,1996-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-03-01,3292.324
INTL.55-1-MEX-TBPD.M,nan,1996-03-01,3292.324
INTL.57-1-MEX-TBPD.M,453.0,1996-03-01,2868.647
INTL.56-1-MEX-TBPD.M,nan,1996-03-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-03-01,9502.459
INTL.55-1-USA-TBPD.M,nan,1996-03-01,8717.459
INTL.57-1-USA-TBPD.M,9175.935,1996-03-01,6571.459
INTL.56-1-USA-TBPD.M,nan,1996-03-01,785.0
INTL.53-1-WORL-TBPD.M,nan,1996-04-01,70845.541
INTL.55-1-WORL-TBPD.M,nan,1996-04-01,70012.541
INTL.57-1-WORL-TBPD.M,54389.0,1996-04-01,62376.832
INTL.56-1-WORL-TBPD.M,nan,1996-04-01,1523.0
INTL.56-1-GUY-TBPD.M,nan,1996-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-04-01,3276.408
INTL.55-1-MEX-TBPD.M,nan,1996-04-01,3276.408
INTL.57-1-MEX-TBPD.M,453.0,1996-04-01,2852.241
INTL.56-1-MEX-TBPD.M,nan,1996-04-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-04-01,9430.908
INTL.55-1-USA-TBPD.M,nan,1996-04-01,8597.908
INTL.57-1-USA-TBPD.M,9175.935,1996-04-01,6443.908
INTL.56-1-USA-TBPD.M,nan,1996-04-01,833.0
INTL.53-1-WORL-TBPD.M,nan,1996-05-01,70552.027
INTL.55-1-WORL-TBPD.M,nan,1996-05-01,69697.027
INTL.57-1-WORL-TBPD.M,54389.0,1996-05-01,61990.716
INTL.56-1-WORL-TBPD.M,nan,1996-05-01,1545.0
INTL.56-1-GUY-TBPD.M,nan,1996-05-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-05-01,3299.451
INTL.55-1-MEX-TBPD.M,nan,1996-05-01,3299.451
INTL.57-1-MEX-TBPD.M,453.0,1996-05-01,2874.257
INTL.56-1-MEX-TBPD.M,nan,1996-05-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-05-01,9356.798
INTL.55-1-USA-TBPD.M,nan,1996-05-01,8501.798
INTL.57-1-USA-TBPD.M,9175.935,1996-05-01,6393.798
INTL.56-1-USA-TBPD.M,nan,1996-05-01,855.0
INTL.53-1-WORL-TBPD.M,nan,1996-06-01,70980.805
INTL.55-1-WORL-TBPD.M,nan,1996-06-01,70161.805
INTL.57-1-WORL-TBPD.M,54389.0,1996-06-01,62531.378
INTL.56-1-WORL-TBPD.M,nan,1996-06-01,1509.0
INTL.56-1-GUY-TBPD.M,nan,1996-06-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-06-01,3304.991
INTL.55-1-MEX-TBPD.M,nan,1996-06-01,3304.991
INTL.57-1-MEX-TBPD.M,453.0,1996-06-01,2879.824
INTL.56-1-MEX-TBPD.M,nan,1996-06-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-06-01,9369.207
INTL.55-1-USA-TBPD.M,nan,1996-06-01,8550.207
INTL.57-1-USA-TBPD.M,9175.935,1996-06-01,6458.207
INTL.56-1-USA-TBPD.M,nan,1996-06-01,819.0
INTL.53-1-WORL-TBPD.M,nan,1996-07-01,71339.208
INTL.55-1-WORL-TBPD.M,nan,1996-07-01,70498.208
INTL.57-1-WORL-TBPD.M,54389.0,1996-07-01,62798.923
INTL.56-1-WORL-TBPD.M,nan,1996-07-01,1531.0
INTL.56-1-GUY-TBPD.M,nan,1996-07-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-07-01,3299.566
INTL.55-1-MEX-TBPD.M,nan,1996-07-01,3299.566
INTL.57-1-MEX-TBPD.M,453.0,1996-07-01,2872.372
INTL.56-1-MEX-TBPD.M,nan,1996-07-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-07-01,9326.772
INTL.55-1-USA-TBPD.M,nan,1996-07-01,8485.772
INTL.57-1-USA-TBPD.M,9175.935,1996-07-01,6337.772
INTL.56-1-USA-TBPD.M,nan,1996-07-01,841.0
INTL.53-1-WORL-TBPD.M,nan,1996-08-01,71260.143
INTL.55-1-WORL-TBPD.M,nan,1996-08-01,70430.143
INTL.57-1-WORL-TBPD.M,54389.0,1996-08-01,62671.359
INTL.56-1-WORL-TBPD.M,nan,1996-08-01,1520.0
INTL.56-1-GUY-TBPD.M,nan,1996-08-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-08-01,3258.154
INTL.55-1-MEX-TBPD.M,nan,1996-08-01,3258.154
INTL.57-1-MEX-TBPD.M,453.0,1996-08-01,2830.444
INTL.56-1-MEX-TBPD.M,nan,1996-08-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-08-01,9365.071
INTL.55-1-USA-TBPD.M,nan,1996-08-01,8535.071
INTL.57-1-USA-TBPD.M,9175.935,1996-08-01,6360.071
INTL.56-1-USA-TBPD.M,nan,1996-08-01,830.0
INTL.53-1-WORL-TBPD.M,nan,1996-09-01,71581.304
INTL.55-1-WORL-TBPD.M,nan,1996-09-01,70688.304
INTL.57-1-WORL-TBPD.M,54389.0,1996-09-01,62917.08
INTL.56-1-WORL-TBPD.M,nan,1996-09-01,1583.0
INTL.56-1-GUY-TBPD.M,nan,1996-09-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-09-01,3292.351
INTL.55-1-MEX-TBPD.M,nan,1996-09-01,3292.351
INTL.57-1-MEX-TBPD.M,453.0,1996-09-01,2862.218
INTL.56-1-MEX-TBPD.M,nan,1996-09-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-09-01,9515.855
INTL.55-1-USA-TBPD.M,nan,1996-09-01,8622.855
INTL.57-1-USA-TBPD.M,9175.935,1996-09-01,6481.855
INTL.56-1-USA-TBPD.M,nan,1996-09-01,893.0
INTL.53-1-WORL-TBPD.M,nan,1996-10-01,71802.442
INTL.55-1-WORL-TBPD.M,nan,1996-10-01,70972.442
INTL.57-1-WORL-TBPD.M,54389.0,1996-10-01,63126.309
INTL.56-1-WORL-TBPD.M,nan,1996-10-01,1520.0
INTL.56-1-GUY-TBPD.M,nan,1996-10-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-10-01,3289.163
INTL.55-1-MEX-TBPD.M,nan,1996-10-01,3289.163
INTL.57-1-MEX-TBPD.M,453.0,1996-10-01,2858.26
INTL.56-1-MEX-TBPD.M,nan,1996-10-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-10-01,9514.875
INTL.55-1-USA-TBPD.M,nan,1996-10-01,8684.875
INTL.57-1-USA-TBPD.M,9175.935,1996-10-01,6480.875
INTL.56-1-USA-TBPD.M,nan,1996-10-01,830.0
INTL.53-1-WORL-TBPD.M,nan,1996-11-01,72547.471
INTL.55-1-WORL-TBPD.M,nan,1996-11-01,71642.471
INTL.57-1-WORL-TBPD.M,54389.0,1996-11-01,63683.196
INTL.56-1-WORL-TBPD.M,nan,1996-11-01,1595.0
INTL.56-1-GUY-TBPD.M,nan,1996-11-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-11-01,3290.875
INTL.55-1-MEX-TBPD.M,nan,1996-11-01,3290.875
INTL.57-1-MEX-TBPD.M,453.0,1996-11-01,2859.475
INTL.56-1-MEX-TBPD.M,nan,1996-11-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-11-01,9635.602
INTL.55-1-USA-TBPD.M,nan,1996-11-01,8730.602
INTL.57-1-USA-TBPD.M,9175.935,1996-11-01,6475.602
INTL.56-1-USA-TBPD.M,nan,1996-11-01,905.0
INTL.53-1-WORL-TBPD.M,nan,1996-12-01,73054.7
INTL.55-1-WORL-TBPD.M,nan,1996-12-01,72172.7
INTL.57-1-WORL-TBPD.M,54389.0,1996-12-01,64237.358
INTL.56-1-WORL-TBPD.M,nan,1996-12-01,1572.0
INTL.56-1-GUY-TBPD.M,nan,1996-12-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1996-12-01,3334.96
INTL.55-1-MEX-TBPD.M,nan,1996-12-01,3334.96
INTL.57-1-MEX-TBPD.M,453.0,1996-12-01,2901.799
INTL.56-1-MEX-TBPD.M,nan,1996-12-01,15.0
INTL.53-1-USA-TBPD.M,nan,1996-12-01,9619.965
INTL.55-1-USA-TBPD.M,nan,1996-12-01,8737.965
INTL.57-1-USA-TBPD.M,9175.935,1996-12-01,6505.965
INTL.56-1-USA-TBPD.M,nan,1996-12-01,882.0
INTL.53-1-WORL-TBPD.M,nan,1997-01-01,72991.49
INTL.55-1-WORL-TBPD.M,nan,1997-01-01,72227.49
INTL.57-1-WORL-TBPD.M,54389.0,1997-01-01,64416.168
INTL.56-1-WORL-TBPD.M,nan,1997-01-01,1478.0
INTL.56-1-GUY-TBPD.M,nan,1997-01-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-01-01,3371.802
INTL.55-1-MEX-TBPD.M,nan,1997-01-01,3371.802
INTL.57-1-MEX-TBPD.M,453.0,1997-01-01,2938.608
INTL.56-1-MEX-TBPD.M,nan,1997-01-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-01-01,9234.12
INTL.55-1-USA-TBPD.M,nan,1997-01-01,8470.12
INTL.57-1-USA-TBPD.M,9175.935,1997-01-01,6402.12
INTL.56-1-USA-TBPD.M,nan,1997-01-01,764.0
INTL.53-1-WORL-TBPD.M,nan,1997-02-01,73462.884
INTL.55-1-WORL-TBPD.M,nan,1997-02-01,72645.884
INTL.57-1-WORL-TBPD.M,54389.0,1997-02-01,64686.317
INTL.56-1-WORL-TBPD.M,nan,1997-02-01,1531.0
INTL.56-1-GUY-TBPD.M,nan,1997-02-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-02-01,3402.313
INTL.55-1-MEX-TBPD.M,nan,1997-02-01,3402.313
INTL.57-1-MEX-TBPD.M,453.0,1997-02-01,2968.492
INTL.56-1-MEX-TBPD.M,nan,1997-02-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-02-01,9524.29
INTL.55-1-USA-TBPD.M,nan,1997-02-01,8707.29
INTL.57-1-USA-TBPD.M,9175.935,1997-02-01,6514.29
INTL.56-1-USA-TBPD.M,nan,1997-02-01,817.0
INTL.53-1-WORL-TBPD.M,nan,1997-03-01,72930.535
INTL.55-1-WORL-TBPD.M,nan,1997-03-01,72151.535
INTL.57-1-WORL-TBPD.M,54389.0,1997-03-01,64282.416
INTL.56-1-WORL-TBPD.M,nan,1997-03-01,1493.0
INTL.56-1-GUY-TBPD.M,nan,1997-03-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-03-01,3404.52
INTL.55-1-MEX-TBPD.M,nan,1997-03-01,3404.52
INTL.57-1-MEX-TBPD.M,453.0,1997-03-01,2969.326
INTL.56-1-MEX-TBPD.M,nan,1997-03-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-03-01,9428.047
INTL.55-1-USA-TBPD.M,nan,1997-03-01,8649.047
INTL.57-1-USA-TBPD.M,9175.935,1997-03-01,6452.047
INTL.56-1-USA-TBPD.M,nan,1997-03-01,779.0
INTL.53-1-WORL-TBPD.M,nan,1997-04-01,73724.478
INTL.55-1-WORL-TBPD.M,nan,1997-04-01,72912.478
INTL.57-1-WORL-TBPD.M,54389.0,1997-04-01,65137.158
INTL.56-1-WORL-TBPD.M,nan,1997-04-01,1526.0
INTL.56-1-GUY-TBPD.M,nan,1997-04-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-04-01,3382.789
INTL.55-1-MEX-TBPD.M,nan,1997-04-01,3382.789
INTL.57-1-MEX-TBPD.M,453.0,1997-04-01,2946.889
INTL.56-1-MEX-TBPD.M,nan,1997-04-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-04-01,9416.294
INTL.55-1-USA-TBPD.M,nan,1997-04-01,8604.294
INTL.57-1-USA-TBPD.M,9175.935,1997-04-01,6441.294
INTL.56-1-USA-TBPD.M,nan,1997-04-01,812.0
INTL.53-1-WORL-TBPD.M,nan,1997-05-01,73006.11
INTL.55-1-WORL-TBPD.M,nan,1997-05-01,72142.11
INTL.57-1-WORL-TBPD.M,54389.0,1997-05-01,64463.646
INTL.56-1-WORL-TBPD.M,nan,1997-05-01,1578.0
INTL.56-1-GUY-TBPD.M,nan,1997-05-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-05-01,3425.243
INTL.55-1-MEX-TBPD.M,nan,1997-05-01,3425.243
INTL.57-1-MEX-TBPD.M,453.0,1997-05-01,2988.533
INTL.56-1-MEX-TBPD.M,nan,1997-05-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-05-01,9496.261
INTL.55-1-USA-TBPD.M,nan,1997-05-01,8632.261
INTL.57-1-USA-TBPD.M,9175.935,1997-05-01,6474.261
INTL.56-1-USA-TBPD.M,nan,1997-05-01,864.0
INTL.53-1-WORL-TBPD.M,nan,1997-06-01,72286.96
INTL.55-1-WORL-TBPD.M,nan,1997-06-01,71432.96
INTL.57-1-WORL-TBPD.M,54389.0,1997-06-01,63586.133
INTL.56-1-WORL-TBPD.M,nan,1997-06-01,1568.0
INTL.56-1-GUY-TBPD.M,nan,1997-06-01,0.0
INTL.53-1-MEX-TBPD.M,nan,1997-06-01,3445.258
INTL.55-1-MEX-TBPD.M,nan,1997-06-01,3445.258
INTL.57-1-MEX-TBPD.M,453.0,1997-06-01,3006.625
INTL.56-1-MEX-TBPD.M,nan,1997-06-01,12.0
INTL.53-1-USA-TBPD.M,nan,1997-06-01,9464.72
INTL.55-1-USA-TBPD.M,nan,1997-06-01,8610.72
INTL.57-1-USA-TBPD.M,9175.935,1997-06-01,6441.72
INTL.56-1-USA-TBPD.M,nan,1997-06-01,854.0
INTL.53-1-WORL-TBPD.M,nan,1997-07-01,73234.818
INTL.55-1-WORL-TBPD.M,nan,1997-07-01,72377.818
INTL.57-1-WORL-TBPD.M,54389.0,1997-07-01,64386.267
